sample_id,reference,hypothesis,wer,cer
0,"Bʊrɔɔzɩ́ gɛ Ɩsɔ́ɔ waabá ɩkpáázɩ yɩ ɩsɩ́ɩ yɩ ɖɩdáarɛ ɖɩɩgɩ́lɩ adá rɩ́ŋa nɛ́, bɩka ɩfa yɩ yɩ́ɖɛ ɖɩɩgɩ́lɩ yɩrá rɩ́ŋa nɛ́.","Bụrụ na ọ sọwa gị bụ ikpa isi, ị sị na dara dị gị n'ele a dara gị na ya, biko ịfa ya dị gị n'ele nyirara gị na ya.",1.4286,0.7326
1,"Kaɖaa-dɛ́ɛ nɛ́, bɩ́nbɔɔzɩ́ ɩbá ɩsɔ́ɔ́lɩ ɖamá, káma, sɔɔlɩ́m wɛ́njɛ́m alaháácɩ́wá tuutúúma gɛ.","Kada den, bumbuzi eba usoolu dama kama, soolum wee njem alhatuwa tuutu magu.",1.0,0.4179
2,"” Amá, a méévé malɩ́ɩ ɩsɩɖáa-daá, mɛ́ndɛ́ɛ mɩ́ɩ nɩ́bááwʊ mobó Galilée laadɔ́ɔ-daá.","Ama, amaghi m ma ihe si na-ada. Mụ na ndị mụ na ha nọ n'ụgbọala lere anya n'azụ.",1.5455,0.6441
3,"Bʊrɔɔzɩ́ gɛ máábá mɔ́zɔɔlɛ́ɛ mevééri mɩ́ɩ ɩtɩlɩ́ sɩsɩ naárʊ fɛ́yɩ́, a Ɩsɔ́ɔ-dɛ́ɛ Kezeŋa wéngeti kʊ yɩ, wánbɩɩzɩ́ ɩŋmátɩ sɩsɩ: «Ɩsɔ́ɔ ɩ́la Yeésu láálɩ́» nɛ́.","Bụrụ na ọ sị gị, mụ a bịa mụ sọọ ya mmiri, etela ya sịsị. Na arụ fụrụ a esọrọ ya kee sị na ọ wụ ngị tukwụọ ya. Wa bụ ezi enwata sịsị. Esọọ ya na ya esụla arụ na",1.6667,0.6607
4,"Weení ɩŋmaráa na ma bɩka mɔ́ɔ́ máŋmáráa na yɩ nɛ́, bʊdʊ́ʊ wánlám kífeńbi ɖabata, káma, a mɛ́vɛ́yɩ́ mɩ́jɔ́, mɩ́dánbɩɩzɩ ɩlá báa nabʊ́rʊ.","Nweghi nwaara ana ma, bu ka mụọ ma nwaara ana ịne. Bụdọwaa alụm kịfị m bịdabata kama. Amaghị mụ jọọ, mụ daa mụ bị eze ịlaba ana bụrụ",1.1818,0.449
5,"Lɛlɛɛɖɔ́ nɛ́ kpɩná náádoozo wɛ ná: bɛɛ toovonúm fáa, tamɔ́ɔ, na sɔɔlɩ́m.","lele aduonu e, bena na dozuona beatuonu fa tamo na soole",0.8333,0.5283
6,"Bɩlɛ́ nɛ́, koobíya máábá mɔ́zɔɔlɛ́ɛ mɩ́ɩ nɛ́, sáátɩ wenkí mávʊnwɛ mɩ́jɔ́ nɛ́, mɩ́ɩ́bá ɩnɩɩná ma.","Bia nu, kọọbịa mụ abụọ mụ zọọlụ eme na, sị atụwe nke m afụghị n'ọmụjọ na, mụ ịba e na ịna",1.4,0.5821
7,"Nuvoowú nakɩ́rɩ, Ɖádʊ́ʊ waalɩzɩ́ ɩdɩ ɩwɩ́lɩ Pɔ́ɔlɩ, ngɛ wɔɔdɔ́ yɩ sɩsɩ: «Nkanɩ́ɩ nɩdáárɛ, laaná ŋmatɩrɛ, nkosú tɔ́m.",,,
8,"Méévééri mɩ́ɩ bɩrɩ́ŋa bɩlɛ́ gɛ na a mɩ́ŋmáráana ma, iyuú fɛɛzɩrɛ.",Ame mara na ma iwu feze.,0.8182,0.7143
9,Ɩnáábɩ́lɛ́ Kezeŋa wenká kánwɩlɩ́ɩ wenbí bɩgɛ́ɛ toovonúm nɛ́.,"Nnamdi lekezina nwinka, ka m lee ihe m bibigoro n'ụbọchị",1.25,0.617
10,Ɖaanɩ́ŋa-rɔ kpátáá bɩlɛ́ gɛ Ɖádʊ́ʊ Ɩsɔ́ɔ wɔɔgɔ́nɩ wéngilím kárɔɔ́-daá.,Dalu ịsọwa gọmentị karịa,1.0,0.7925
11,"Amá, weení ɩ́dánjaa baaganáa nɛ́ waasɩ Ɩsɔ́ɔ, káma, Ɩsɔ́ɔ kɛ́ɛ sɔɔlɩ́m gɛ.","Amma, wani dan ja'ba ga na'ne wa'si iso kama iso ke so le'm ge.",1.0833,0.4151
12,"Mévééni wánnɩɩ́ mɔ́nɔ́ɔ́, mányɩ tɩ bɩka tínvúu ma; mánváa tɩ weezuú kɩ́dɛ́ndɛŋ́ nɛ́.",Tạm ma tẹ ẹnụ na-adọ. Zị nụ ndị ọzọ na-anụ olu mụ ebe a. Yahuda bụ ndị a adịghị asị na tele onye na-eso Jesu ka ha na.,2.1538,1.1475
13,"Fɛɛzɩrɛ wɩ́rɛ báa wenɖé, Pɔ́ɔlɩ wánzʊʊ́ Yahúúɖuwá-dɛ́ɛ Ɩsɔ́ɔ ɖaazɛɛɖɛ́, wánlám Yahúúɖuwá na wenbá bɛdɛkɛ́ɛ Yahúúɖuwá nɛ́ faawɩ́ɩ.",Walla ya huduba na wammatake ya huduba na fa'awu,0.9412,0.72
14,Ɩzɔɔlɛ́ɛ gɛ sɩsɩ báa weení ɩlá túúbá ɩkɛ́ɛ cɔwʊrɛ.,Eziokwu na-egosi na baibụl n'ala tupu e kee chọọchị.,1.0,0.7949
15,Ɖánzám Ɩsɔ́ɔ Wúro Kʊ́bɔnɩ́ ɩmʊ́ weení wɔɔgbɔ́ɔ nyɛ́dɛ́ɛ ɩ́bɛrɛwá ɩɖʊ nyɛ́ńdɛ́ nɛ́.,Nzam isoro wulu gbo na imu wa eni. Wogbo nyede ibe ruwa idu nye,1.1667,0.5763
16,"Wenbí ɖááná bɩ bɩka ɖiwélesi bɩ nɛ́-dɛ́ɛ tɔ́m gɛ ɖénveerím mɩ́nyɔ́ɔ́ ɖʊɖɔ, na ɖána mɩ́ɩ ɖiyóózi ɖɩlá kʊ́ɖʊḿ.","Wemba na bi, buka duwelesi bena del tom ge, den weri munyondo do na dana mi du yo si de lakodo",1.1111,0.475
17,"Ɩ́kabɩsɩná mɩ́dɩ liideé-dɛ́ɛ yomáa, amá, ɩzɩŋná wenbí mɩ́wɛná nɛ́, káma, ɩdɩtɩŋa wɔɔdɔ́ sɩsɩ: «Médénÿelí nya kɛtɛngɛrɛ, mɛ́dɛ́njɛḿ nya madálɩ kɛtɛngɛrɛ.",ka basena medili de de yoma ama e zengina wembi muwanane kama etetina wa odosese meden yeli nyaka tengere meden jem nya mandali ketengere,1.05,0.3621
18,"Bʊ́ʊ́rɛ wenɖé bónzulúu lɔkɔ kɩḿ kɩnɔɔ́-rɔ nɛ́, bʊ́ʊ́rɛ gɛ fɩ́ya ńɖɛ.",Bura wundi bo zululaka kunu oro ne Bura ga fiyandi.,1.0,0.5208
19,"Bánváa mɩ́ɩ lɩ́m ɩsáŋ mɩ́nʊvɔ́, bɩka ceré tɛ́ɛrɛ́ nɛ́, ɩlɩ́ɩ ɩkpɔ́ɔ mɩ́nɩ́bááwʊ.",Bamileke,1.0,0.8909
20,"Ngɛ bɛlɛ́ boobúsi yɩ sɩsɩ: «Bɛtɩlɛhɛ́ɛm, Yudée laadɔ́ɔ-daá.",Betelehemu Yude la dɔ,1.0,0.7273
21,» Ngɛ beegízi yɩ badafa yɩ toovonúm.,Ebebeze elam amachi ba na kere na Nazareth na mu. Ama ku dondi na nebere ozi ge wa di na n'ozi iwa zuwe. Nazareth mmadu ebe da,4.5,3.0
22,"Zamɔ́ɔ kʊ́bɔńgɩ woodúúzi; ɩráa waagálɩ́ɩ́ná tɛ́ɛ́dɩwá ndɩ‑ndɩ-daá bɔkɔ́nɩ ɩjɔ́, ngɛ waaŋmatɩná wɛ na tɔmgɛɛzɩrɛ sɩsɩ: «Ɩrʊ́ naárʊ woobo ná ɩvɔɔ́-daá kúɖúúdi larɩ́ɩ.",zamokwaba ngoduzi. Erha wa agali na teeduwa ndi ndi da bokoni ijo. Ngiwa anmatina we na tongezi resi. Eru na ru ogbu na ife oda kudi udilare.,1.1364,0.4274
23,Yeésu weevéézi alʊ́ leelú biyaalʊ́ ɩsɩɖʊ́.,Yesu wee weezi alulelu bia lu ebe,1.1667,0.3636
24,"» Ngɛ Yeésu woobúsi wɛ sɩsɩ: «Toovonúm, Elíya wɔ́ngɔnɩ́ ɩnyɔ́ɔ́zɩ báa wenbí naanɩ́.","Yesu obuso asase, tovo nu, ilia wanwane enye ozi baa wu mbi na anọ.",1.0833,0.4262
25,Ńna gɛ baagbɩ́ɩ́rɩ yɩ ɖɩdáarɛ sɩ ɩcɔ́ɔ bɛcɛlɩ́ yɩ bɩ́ɩ́zɩ nasúdoozo na fɔɔlʊʊ́.,Naga bagwiri didarase cho bachali bezi nasu dozo na folu,0.9231,0.5254
26,"Káma, ɖɔ́ɔ́dɔ́ yɩ sɩsɩ ɖéndiríi yɩ mɩ́jɔ́ nɛ́ weedísi; ngɛ bɩɩbá bɩlá yɩ ɖasam boɖé.",kama do do ese se den diri mujone we disi nge bi babila ida sambo,0.9333,0.4098
27,"Ɖájaájaa Ibrahím ní, bɩdɛkɛ́ɛ ɩdɩmɛ́ kazɔ́ɔ ńná-rɔ gɛ Ɩsɔ́ɔ weeɖéézi yɩ sɩsɩ ɩzɩɩzɛ́ɛ sáátɩ wenkí wɔɔgbɔ́ɔ ibiyaalʊ́ Ɩsaáka sɩ ɩlá Ɩsɔ́ɔ sarɔ́ɔ sarásɩ ɖaalanɖɛ́ nɛ́?","Raja Ibrahim ni, bideke e di meka zo na roge, oso we de ezi sese ezize sa tuwenki, wo gbo ebiya lu e sa kasi ela oso saro sarasi da ala ndene.",1.2,0.4252
28,"Bɩɩga mɩ́nyɔ́ɔ́ nɛ́, Kezeŋa mííyúú kɛ Krísto-jɔ́ nɛ́ wɛ mɩ́rɔ́; bugúti bɩvɛ́yɩ́na sɩsɩ báwɩlɩ mɩ́ɩ.","Béé kam nyon, kéé séé kam mi yu ka Kristu joon, u wéé moro. Bukuti béé véé na séé ba wuliméé.",1.4,0.5286
29,"Koobíya, na ɩbɩ́ɩ́zɩ iyuú mɩ́dɩ nɛ́-rɔ gɛ Ɩsɔ́ɔ waayáa mɩ́ɩ.",Na ebe a ịbịdịrọ gị ịsọwa ya.,0.9,0.7381
30,"Bɩjɔɔ́ɔ nɛ́, Ibrahím woogúti ɩkpɔ́ɔ alʊ́ ɖʊɖɔ ɩtásɩ.",Bujone Ibrahim wogute ikwa alududo itas,0.875,0.4615
31,"Bɩɩgɔ́nɩ bɩsála kaanɩŋá tɛ́ɛ́dɩ-daá nɛ́, Pɔ́ɔlɩ waayáa wanbaaráa ɩtásɩ wɛ sɩsɩ bɔ́ɖɔ́kɩ zinbirí, ngɛ wɛɛzɛ́ɛ wɛ biléceré bɩtɛ́ nɛ́, waagʊrʊ́ Efɛ́ɛzɩ tɛ́ɛ́dɩ-daá ɩɖɛ́ɛ Masedʊwáanɩ.",De kwanu bisalaka na nteye dinda ne Paul wa ya wa mbara etaso wasese bodaki zimbiri ga wa zewe bilekere bitene wa goro ife ziteye dinda ide maseduan,1.1667,0.5037
32,"Káma, Yaayá-dɛ́ɛ tɔ́m gɛ Ɩsɔ́ɔ-dɛ́ɛ Tɔ́m Tákaraɖá waaŋmátɩ sɩsɩ: “Méndiríi mɛ́dɛ́ɛ tɩndʊ́ʊ itóróbó bɩka ɩkpára nya nyánɩ́bááwʊ.","Yaya dai tom ga, ya sanyi dai tom takarda wa anwata sisi. Me ndiri me dai tom du itoro bu, be ka ikpara nya nimba",1.4118,0.4479
33,Ngɛ mááná fanaḿ naárʊ wángalɩɩnáa tenkú-daá.,Ngam maana fannu mnaaru waangale na te nkunda,1.1667,0.2973
34,"Amá, Ɩsɔ́ɔ-dɛ́ɛ Kezeŋa weevéézi yɩ ɩkábɩsɩ weezuú-daá.","E so de ke se we fe si, e ka bi se we",1.8571,0.6429
35,"Sáátɩ wenkí béngedím bʊ́ʊ nɛ́, ngɛ Yeésu waabásɩ wɛ sɩsɩ békefééri naárʊ wenbí baana nɛ́, hálɩ Ɩrʊ́ Biyaalʊ́ ifé ɩlɩ́ɩ ɩsɩɖáa-daá.",,,
